0.00033,0,0,21,58,11,11,2.1,0,0,10,0
0.000402,0,0,54,222,44,44,5.4,0,0,10,0
0.000245,0,0,69,298,59,59,6.9,0,5,10,0
0.000176,0,0,84,353,74,74,8.4,0,10,10,0
0.000207,0,0,91,398,81,81,9.1,0,15,10,0
0.000402,0,0,92,391,82,82,9.2,0,20,10,0
0.000454,0,0,86,362,76,76,8.6,0,21,10,0
0.000304,0,0,102,435,92,92,10.2,0,25,10,0
0.000217,0,0,78,321,68,68,7.8,0,30,10,0
0.000861,1,2,370,970,93,93,10.3,1,31,10,0
0.000262,0,0,99,414,89,89,9.9,0,32,10,0
0.000331,1,1,175,692,103,103,11.3,1,35,10,0
0.000304,0,0,157,628,129,129,13.9,0,40,10,0
0.000415,1,1,186,726,120,120,13,1,41,10,0
0.000361,0,0,132,515,106,106,11.6,0,44,10,0
0.000384,0,0,155,620,131,131,14.1,0,45,10,0
0.000398,1,1,275,858,129,126,13.9,1,50,10,0
0.000647,0,0,184,648,135,132,14.5,0,55,10,0
0.000424,0,0,156,608,137,134,14.7,0,60,10,0
0.000391,0,0,139,551,125,125,13.5,0,62,10,0
0.000423,0,0,150,603,136,136,14.6,0,65,10,0
0.000409,0,0,143,572,129,129,13.9,0,70,10,0
0.000298,0,0,110,434,98,98,10.8,0,74,10,0
0.00029,0,0,126,512,115,115,12.5,0,75,10,0
0.000459,0,0,94,382,84,84,9.4,0,79,10,0
0.000478,0,0,102,423,92,92,10.2,0,80,10,0
0.000443,0,0,117,502,107,107,11.7,0,85,10,0
0.000273,0,0,97,407,87,87,9.7,0,88,10,0
0.000486,0,0,104,432,94,94,10.4,0,90,10,0
0.000534,0,0,100,415,90,90,10,0,91,10,0
0.000489,0,0,121,490,98,98,10.8,0,95,10,0
0.000549,0,0,118,476,95,95,10.5,0,96,10,0
0.000355,0,0,163,647,124,124,13.4,0,100,10,0
0.001203,1,2,1125,2178,143,141,15.3,1,105,10,0
0.001741,1,2,1286,2341,158,156,16.8,1,110,10,0
0.000859,1,2,525,1255,139,137,14.9,1,113,10,0
0.000448,0,0,194,738,157,153,16.7,0,115,10,0
0.000396,0,0,163,658,151,149,16.1,0,120,10,0
0.000393,0,0,161,659,151,151,16.1,0,125,10,0
0.000404,0,0,164,658,154,153,16.4,0,130,10,0
0.000981,1,1,372,1171,158,155,16.8,1,135,10,0
0.000911,1,1,273,983,159,157,16.9,1,140,10,0
0.000718,0,0,182,666,152,150,16.2,0,141,10,0
0.000569,1,1,241,877,145,143,15.5,1,142,10,0
0.005929,1,2,6941,8865,215,173,22.5,1,145,10,0
0.001247,0,0,898,1733,182,172,19.2,0,150,10,0
0.001652,1,2,1582,2924,180,172,19,1,155,10,0
0.00097,0,0,652,1411,187,179,19.7,0,160,10,0
0.001219,0,0,547,1286,189,181,19.9,0,165,10,0
0.000627,0,0,439,1169,195,185,20.5,0,170,10,0
0.000834,0,0,212,815,176,172,18.6,0,175,10,0
0.000826,0,0,202,776,168,164,17.8,0,176,10,0
0.000472,0,0,209,809,173,171,18.3,0,180,10,0
0.0004,0,0,164,642,141,139,15.1,0,184,10,0
0.000491,0,0,172,690,152,150,16.2,0,185,10,0
